Model Name,Model Parameters,Epochs,Category,Category Name,Category Video,Model Time,Seed,F1 (0.5),Loss
dft,0,60,37,turbulence,turbulence2,0.011295891,3,0,0.153089929
svd,0,60,37,turbulence,turbulence2,0.018623507,3,0,0.566577122
Madu2,0,60,37,turbulence,turbulence2,0.019287324,3,0.918530976,0.029886381
Series2,0,60,37,turbulence,turbulence2,0.014025474,3,0,0.153140925
Ensemble2,0,60,37,turbulence,turbulence2,0.034914279,3,0,0.167599639
median,0,60,38,turbulence,turbulence3,0.015452245,1,0.671283793,0.64361344
dft,0,60,38,turbulence,turbulence3,0.015399246,1,0.585650221,0.709553613
svd,0,60,38,turbulence,turbulence3,0.023525631,1,0.726909312,0.648522279
Madu2,0,60,38,turbulence,turbulence3,0.025873451,1,0.789072125,0.635391018
Series2,0,60,38,turbulence,turbulence3,0.017882515,1,0.663030541,0.654867034
Ensemble2,0,60,38,turbulence,turbulence3,0.046920342,1,0,1.53130701
median,0,60,38,turbulence,turbulence3,0.015403748,2,0.746199644,0.817942067
dft,0,60,38,turbulence,turbulence3,0.015334256,2,0.731542138,1.295151496
svd,0,60,38,turbulence,turbulence3,0.022709973,2,0.526340914,1.460939652
Madu2,0,60,38,turbulence,turbulence3,0.024183287,2,0.79102888,0.818867182
Series2,0,60,38,turbulence,turbulence3,0.017743265,2,0.79925452,1.503507381
Ensemble2,0,60,38,turbulence,turbulence3,0.046203024,2,8.60E-05,15.6324794
median,0,60,38,turbulence,turbulence3,0.015216154,3,0.595913005,0.764908884
dft,0,60,38,turbulence,turbulence3,0.015589995,3,0.594020104,0.769677869
svd,0,60,38,turbulence,turbulence3,0.025034161,3,0.616810966,0.763420189
Madu2,0,60,38,turbulence,turbulence3,0.023966242,3,0.622809539,0.762795818
Series2,0,60,38,turbulence,turbulence3,0.017935402,3,0.524545483,0.775634331
Ensemble2,0,60,38,turbulence,turbulence3,0.047232375,3,0.630985258,1.099316272
median,0,60,47,cameraJitter,badminton,0.015425396,1,0.681993878,0.25385122
dft,0,60,47,cameraJitter,badminton,0.015982389,1,0.745412154,0.380994457
svd,0,60,47,cameraJitter,badminton,0.024715233,1,0.688317833,0.298481584
Madu2,0,60,47,cameraJitter,badminton,0.023322916,1,0.726457065,0.389985144
Series2,0,60,47,cameraJitter,badminton,0.017830896,1,0.707269998,0.336137193
Ensemble2,0,60,47,cameraJitter,badminton,0.047202253,1,0.71729732,0.251720089
median,0,60,47,cameraJitter,badminton,0.015042591,2,0.708982112,0.399343568
dft,0,60,47,cameraJitter,badminton,0.015202761,2,0.725098177,0.246683156
svd,0,60,47,cameraJitter,badminton,0.025800896,2,0.608237946,0.304499927
Madu2,0,60,47,cameraJitter,badminton,0.023823023,2,0.744181362,0.394569796
Series2,0,60,47,cameraJitter,badminton,0.017443371,2,0.547861832,0.407271171
Ensemble2,0,60,47,cameraJitter,badminton,0.047335339,2,0.770075783,0.244429603
median,0,60,47,cameraJitter,badminton,0.015199947,3,0.722584449,0.396053767
dft,0,60,47,cameraJitter,badminton,0.015510321,3,0.666821148,0.281041387
svd,0,60,47,cameraJitter,badminton,0.023931456,3,0.692883999,0.268910047
Madu2,0,60,47,cameraJitter,badminton,0.023739195,3,0.758923387,0.388307893
Series2,0,60,47,cameraJitter,badminton,0.017906046,3,0.586870563,0.398367465
Ensemble2,0,60,47,cameraJitter,badminton,0.047369528,3,0.710290181,0.261827517
median,0,60,48,cameraJitter,boulevard,0.015578222,1,0.609557014,0.324979142
dft,0,60,48,cameraJitter,boulevard,0.015626705,1,0.660189659,0.413520347
svd,0,60,48,cameraJitter,boulevard,0.022688997,1,0.876043301,0.368833631
Madu2,0,60,48,cameraJitter,boulevard,0.024181974,1,0.823327111,0.395614881
Series2,0,60,48,cameraJitter,boulevard,0.017892802,1,0.772038065,0.323586396
Ensemble2,0,60,48,cameraJitter,boulevard,0.04771086,1,0.728792306,0.350769509
median,0,60,48,cameraJitter,boulevard,0.015230095,2,0.635892664,0.413370283
dft,0,60,48,cameraJitter,boulevard,0.015641189,2,0.587261311,0.458618266
svd,0,60,48,cameraJitter,boulevard,0.023447275,2,0.736011288,0.293186797
Madu2,0,60,48,cameraJitter,boulevard,0.023696196,2,0.732232274,0.369252283
Series2,0,60,48,cameraJitter,boulevard,0.018033743,2,0.612373931,0.433511464
Ensemble2,0,60,48,cameraJitter,boulevard,0.047281718,2,0.865404174,0.297547885
median,0,60,48,cameraJitter,boulevard,0.015308821,3,0.59398507,0.361843016
dft,0,60,48,cameraJitter,boulevard,0.015534806,3,0.539227524,1.394709674
svd,0,60,48,cameraJitter,boulevard,0.023577321,3,0.593793446,0.425344058
Madu2,0,60,48,cameraJitter,boulevard,0.023869801,3,0.774351932,0.33045621
Series2,0,60,48,cameraJitter,boulevard,0.017915058,3,0.720001653,0.245607443
Ensemble2,0,60,48,cameraJitter,boulevard,0.046978354,3,0.628562938,0.609170104
median,0,60,49,cameraJitter,sidewalk,0.015723753,1,0.471312266,0.395936531
dft,0,60,49,cameraJitter,sidewalk,0.015989208,1,0.412066774,0.419923025
svd,0,60,49,cameraJitter,sidewalk,0.023168659,1,0.431914936,0.405490613
Madu2,0,60,49,cameraJitter,sidewalk,0.02418499,1,0.471651229,0.402549285
Series2,0,60,49,cameraJitter,sidewalk,0.018076563,1,0.525878106,0.441595215
Ensemble2,0,60,49,cameraJitter,sidewalk,0.048918724,1,0.501750067,0.387000459
median,0,60,49,cameraJitter,sidewalk,0.015376139,2,0.507461603,0.391294271
dft,0,60,49,cameraJitter,sidewalk,0.015796566,2,0.498686737,0.388845003
svd,0,60,49,cameraJitter,sidewalk,0.022420788,2,0.258792404,0.54319452
Madu2,0,60,49,cameraJitter,sidewalk,0.02408514,2,0.421299131,0.413392061
Series2,0,60,49,cameraJitter,sidewalk,0.018417645,2,0.746898537,0.333850396
Ensemble2,0,60,49,cameraJitter,sidewalk,0.048604918,2,0.813939411,0.277366784
median,0,60,49,cameraJitter,sidewalk,0.015992355,3,0.582530361,0.344620949
dft,0,60,49,cameraJitter,sidewalk,0.015395689,3,0.700974554,0.263570809
svd,0,60,49,cameraJitter,sidewalk,0.02284317,3,0.750266685,0.223574421
Madu2,0,60,49,cameraJitter,sidewalk,0.02340517,3,0.761101046,0.19962419
Series2,0,60,49,cameraJitter,sidewalk,0.017883396,3,0.465504041,0.356073976
Ensemble2,0,60,49,cameraJitter,sidewalk,0.048725271,3,0.607223663,0.633815747
median,0,60,50,cameraJitter,traffic,0.016961962,1,0.875743899,0.191288187
dft,0,60,50,cameraJitter,traffic,0.017154813,1,0.884198184,0.197945454
svd,0,60,50,cameraJitter,traffic,0.024340063,1,0.813796127,0.234576111
Madu2,0,60,50,cameraJitter,traffic,0.025796711,1,0.911986853,0.286362674
Series2,0,60,50,cameraJitter,traffic,0.019323021,1,0.890727939,0.248956963
Ensemble2,0,60,50,cameraJitter,traffic,0.051476717,1,0.869134569,0.549800614
median,0,60,50,cameraJitter,traffic,0.01675427,2,0.890877819,0.136422279
dft,0,60,50,cameraJitter,traffic,0.016995907,2,0.908430934,0.257134527
svd,0,60,50,cameraJitter,traffic,0.024281293,2,0.643429962,0.314200375
Madu2,0,60,50,cameraJitter,traffic,0.026992768,2,0.865020765,0.363507673
Series2,0,60,50,cameraJitter,traffic,0.019118756,2,0.882928661,0.174866603
Ensemble2,0,60,50,cameraJitter,traffic,0.050809562,2,0.854569046,0.239812526
median,0,60,50,cameraJitter,traffic,0.016866654,3,0.836366735,0.206090076
dft,0,60,50,cameraJitter,traffic,0.017001569,3,0.896413534,0.311842253
svd,0,60,50,cameraJitter,traffic,0.024506807,3,0.890123275,0.18521069
Madu2,0,60,50,cameraJitter,traffic,0.026552558,3,0.90502165,0.304871842
Series2,0,60,50,cameraJitter,traffic,0.019664139,3,0.89830273,0.208187044
Ensemble2,0,60,50,cameraJitter,traffic,0.05149278,3,0.930654372,0.173178633
